origin_city,origin_state,destination_city,destination_state,lane_set,why_this_lane
Indianapolis,IN,Orlando,FL,tier1_core,high demand metro to metro lane
Indianapolis,IN,Tampa,FL,tier1_core,high demand metro to metro lane
Indianapolis,IN,Miami,FL,tier1_core,high demand metro to metro lane
Indianapolis,IN,New York,NY,tier1_core,high demand metro to metro lane
Indianapolis,IN,Newark,NJ,tier1_core,high demand metro to metro lane
Indianapolis,IN,Philadelphia,PA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Baltimore,MD,tier1_core,high demand metro to metro lane
Columbus,OH,Los Angeles,CA,tier1_core,high demand metro to metro lane
Columbus,OH,Long Beach,CA,tier1_core,high demand metro to metro lane
Columbus,OH,San Francisco,CA,tier1_core,high demand metro to metro lane
Columbus,OH,Oakland,CA,tier1_core,high demand metro to metro lane
Columbus,OH,San Diego,CA,tier1_core,high demand metro to metro lane
Columbus,OH,Phoenix,AZ,tier1_core,high demand metro to metro lane
Columbus,OH,Las Vegas,NV,tier1_core,high demand metro to metro lane
Columbus,OH,Seattle,WA,tier1_core,high demand metro to metro lane
Columbus,OH,Tacoma,WA,tier1_core,high demand metro to metro lane
Columbus,OH,Portland,OR,tier1_core,high demand metro to metro lane
Columbus,OH,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Columbus,OH,Denver,CO,tier1_core,high demand metro to metro lane
Columbus,OH,Dallas,TX,tier1_core,high demand metro to metro lane
Columbus,OH,Fort Worth,TX,tier1_core,high demand metro to metro lane
Columbus,OH,Houston,TX,tier1_core,high demand metro to metro lane
Columbus,OH,San Antonio,TX,tier1_core,high demand metro to metro lane
Columbus,OH,Austin,TX,tier1_core,high demand metro to metro lane
Columbus,OH,Kansas City,MO,tier1_core,high demand metro to metro lane
Columbus,OH,St Louis,MO,tier1_core,high demand metro to metro lane
Columbus,OH,Chicago,IL,tier1_core,high demand metro to metro lane
Columbus,OH,Indianapolis,IN,tier1_core,high demand metro to metro lane
Columbus,OH,Cincinnati,OH,tier1_core,high demand metro to metro lane
Columbus,OH,Cleveland,OH,tier1_core,high demand metro to metro lane
Columbus,OH,Detroit,MI,tier1_core,high demand metro to metro lane
Columbus,OH,Minneapolis,MN,tier1_core,high demand metro to metro lane
Columbus,OH,Milwaukee,WI,tier1_core,high demand metro to metro lane
Columbus,OH,Nashville,TN,tier1_core,high demand metro to metro lane
Columbus,OH,Memphis,TN,tier1_core,high demand metro to metro lane
Columbus,OH,Atlanta,GA,tier1_core,high demand metro to metro lane
Columbus,OH,Charlotte,NC,tier1_core,high demand metro to metro lane
Columbus,OH,Raleigh,NC,tier1_core,high demand metro to metro lane
Columbus,OH,Jacksonville,FL,tier1_core,high demand metro to metro lane
Columbus,OH,Orlando,FL,tier1_core,high demand metro to metro lane
Columbus,OH,Tampa,FL,tier1_core,high demand metro to metro lane
Columbus,OH,Miami,FL,tier1_core,high demand metro to metro lane
Columbus,OH,New York,NY,tier1_core,high demand metro to metro lane
Columbus,OH,Newark,NJ,tier1_core,high demand metro to metro lane
Columbus,OH,Philadelphia,PA,tier1_core,high demand metro to metro lane
Columbus,OH,Baltimore,MD,tier1_core,high demand metro to metro lane
Cincinnati,OH,Los Angeles,CA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Long Beach,CA,tier1_core,high demand metro to metro lane
Cincinnati,OH,San Francisco,CA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Oakland,CA,tier1_core,high demand metro to metro lane
Cincinnati,OH,San Diego,CA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Phoenix,AZ,tier1_core,high demand metro to metro lane
Cincinnati,OH,Las Vegas,NV,tier1_core,high demand metro to metro lane
Cincinnati,OH,Seattle,WA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Tacoma,WA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Portland,OR,tier1_core,high demand metro to metro lane
Cincinnati,OH,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Cincinnati,OH,Denver,CO,tier1_core,high demand metro to metro lane
Cincinnati,OH,Dallas,TX,tier1_core,high demand metro to metro lane
Cincinnati,OH,Fort Worth,TX,tier1_core,high demand metro to metro lane
Cincinnati,OH,Houston,TX,tier1_core,high demand metro to metro lane
Cincinnati,OH,San Antonio,TX,tier1_core,high demand metro to metro lane
Cincinnati,OH,Austin,TX,tier1_core,high demand metro to metro lane
Cincinnati,OH,Kansas City,MO,tier1_core,high demand metro to metro lane
Cincinnati,OH,St Louis,MO,tier1_core,high demand metro to metro lane
Cincinnati,OH,Chicago,IL,tier1_core,high demand metro to metro lane
Cincinnati,OH,Indianapolis,IN,tier1_core,high demand metro to metro lane
Cincinnati,OH,Columbus,OH,tier1_core,high demand metro to metro lane
Cincinnati,OH,Cleveland,OH,tier1_core,high demand metro to metro lane
Cincinnati,OH,Detroit,MI,tier1_core,high demand metro to metro lane
Cincinnati,OH,Minneapolis,MN,tier1_core,high demand metro to metro lane
Cincinnati,OH,Milwaukee,WI,tier1_core,high demand metro to metro lane
Cincinnati,OH,Nashville,TN,tier1_core,high demand metro to metro lane
Cincinnati,OH,Memphis,TN,tier1_core,high demand metro to metro lane
Cincinnati,OH,Atlanta,GA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Charlotte,NC,tier1_core,high demand metro to metro lane
Cincinnati,OH,Raleigh,NC,tier1_core,high demand metro to metro lane
Cincinnati,OH,Jacksonville,FL,tier1_core,high demand metro to metro lane
Cincinnati,OH,Orlando,FL,tier1_core,high demand metro to metro lane
Cincinnati,OH,Tampa,FL,tier1_core,high demand metro to metro lane
Cincinnati,OH,Miami,FL,tier1_core,high demand metro to metro lane
Cincinnati,OH,New York,NY,tier1_core,high demand metro to metro lane
Cincinnati,OH,Newark,NJ,tier1_core,high demand metro to metro lane
Cincinnati,OH,Philadelphia,PA,tier1_core,high demand metro to metro lane
Cincinnati,OH,Baltimore,MD,tier1_core,high demand metro to metro lane
Cleveland,OH,Los Angeles,CA,tier1_core,high demand metro to metro lane
Cleveland,OH,Long Beach,CA,tier1_core,high demand metro to metro lane
Cleveland,OH,San Francisco,CA,tier1_core,high demand metro to metro lane
Cleveland,OH,Oakland,CA,tier1_core,high demand metro to metro lane
Cleveland,OH,San Diego,CA,tier1_core,high demand metro to metro lane
Cleveland,OH,Phoenix,AZ,tier1_core,high demand metro to metro lane
Cleveland,OH,Las Vegas,NV,tier1_core,high demand metro to metro lane
Cleveland,OH,Seattle,WA,tier1_core,high demand metro to metro lane
Cleveland,OH,Tacoma,WA,tier1_core,high demand metro to metro lane
Cleveland,OH,Portland,OR,tier1_core,high demand metro to metro lane
Cleveland,OH,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Cleveland,OH,Denver,CO,tier1_core,high demand metro to metro lane
Cleveland,OH,Dallas,TX,tier1_core,high demand metro to metro lane
Cleveland,OH,Fort Worth,TX,tier1_core,high demand metro to metro lane
Cleveland,OH,Houston,TX,tier1_core,high demand metro to metro lane
Cleveland,OH,San Antonio,TX,tier1_core,high demand metro to metro lane
Cleveland,OH,Austin,TX,tier1_core,high demand metro to metro lane
Cleveland,OH,Kansas City,MO,tier1_core,high demand metro to metro lane
Cleveland,OH,St Louis,MO,tier1_core,high demand metro to metro lane
Cleveland,OH,Chicago,IL,tier1_core,high demand metro to metro lane
Cleveland,OH,Indianapolis,IN,tier1_core,high demand metro to metro lane
Cleveland,OH,Columbus,OH,tier1_core,high demand metro to metro lane
Cleveland,OH,Cincinnati,OH,tier1_core,high demand metro to metro lane
Cleveland,OH,Detroit,MI,tier1_core,high demand metro to metro lane
Cleveland,OH,Minneapolis,MN,tier1_core,high demand metro to metro lane
Cleveland,OH,Milwaukee,WI,tier1_core,high demand metro to metro lane
Cleveland,OH,Nashville,TN,tier1_core,high demand metro to metro lane
Cleveland,OH,Memphis,TN,tier1_core,high demand metro to metro lane
Cleveland,OH,Atlanta,GA,tier1_core,high demand metro to metro lane
Cleveland,OH,Charlotte,NC,tier1_core,high demand metro to metro lane
Cleveland,OH,Raleigh,NC,tier1_core,high demand metro to metro lane
Cleveland,OH,Jacksonville,FL,tier1_core,high demand metro to metro lane
Cleveland,OH,Orlando,FL,tier1_core,high demand metro to metro lane
Cleveland,OH,Tampa,FL,tier1_core,high demand metro to metro lane
Cleveland,OH,Miami,FL,tier1_core,high demand metro to metro lane
Cleveland,OH,New York,NY,tier1_core,high demand metro to metro lane
Cleveland,OH,Newark,NJ,tier1_core,high demand metro to metro lane
Cleveland,OH,Philadelphia,PA,tier1_core,high demand metro to metro lane
Cleveland,OH,Baltimore,MD,tier1_core,high demand metro to metro lane
Detroit,MI,Los Angeles,CA,tier1_core,high demand metro to metro lane
Detroit,MI,Long Beach,CA,tier1_core,high demand metro to metro lane
Detroit,MI,San Francisco,CA,tier1_core,high demand metro to metro lane
Detroit,MI,Oakland,CA,tier1_core,high demand metro to metro lane
Detroit,MI,San Diego,CA,tier1_core,high demand metro to metro lane
Detroit,MI,Phoenix,AZ,tier1_core,high demand metro to metro lane
Detroit,MI,Las Vegas,NV,tier1_core,high demand metro to metro lane
Detroit,MI,Seattle,WA,tier1_core,high demand metro to metro lane
Detroit,MI,Tacoma,WA,tier1_core,high demand metro to metro lane
Detroit,MI,Portland,OR,tier1_core,high demand metro to metro lane
Detroit,MI,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Detroit,MI,Denver,CO,tier1_core,high demand metro to metro lane
Detroit,MI,Dallas,TX,tier1_core,high demand metro to metro lane
Detroit,MI,Fort Worth,TX,tier1_core,high demand metro to metro lane
Detroit,MI,Houston,TX,tier1_core,high demand metro to metro lane
Detroit,MI,San Antonio,TX,tier1_core,high demand metro to metro lane
Detroit,MI,Austin,TX,tier1_core,high demand metro to metro lane
Detroit,MI,Kansas City,MO,tier1_core,high demand metro to metro lane
Detroit,MI,St Louis,MO,tier1_core,high demand metro to metro lane
Detroit,MI,Chicago,IL,tier1_core,high demand metro to metro lane
Detroit,MI,Indianapolis,IN,tier1_core,high demand metro to metro lane
Detroit,MI,Columbus,OH,tier1_core,high demand metro to metro lane
Detroit,MI,Cincinnati,OH,tier1_core,high demand metro to metro lane
Detroit,MI,Cleveland,OH,tier1_core,high demand metro to metro lane
Detroit,MI,Minneapolis,MN,tier1_core,high demand metro to metro lane
Detroit,MI,Milwaukee,WI,tier1_core,high demand metro to metro lane
Detroit,MI,Nashville,TN,tier1_core,high demand metro to metro lane
Detroit,MI,Memphis,TN,tier1_core,high demand metro to metro lane
Detroit,MI,Atlanta,GA,tier1_core,high demand metro to metro lane
Detroit,MI,Charlotte,NC,tier1_core,high demand metro to metro lane
Detroit,MI,Raleigh,NC,tier1_core,high demand metro to metro lane
Detroit,MI,Jacksonville,FL,tier1_core,high demand metro to metro lane
Detroit,MI,Orlando,FL,tier1_core,high demand metro to metro lane
Detroit,MI,Tampa,FL,tier1_core,high demand metro to metro lane
Detroit,MI,Miami,FL,tier1_core,high demand metro to metro lane
Detroit,MI,New York,NY,tier1_core,high demand metro to metro lane
Detroit,MI,Newark,NJ,tier1_core,high demand metro to metro lane
Detroit,MI,Philadelphia,PA,tier1_core,high demand metro to metro lane
Detroit,MI,Baltimore,MD,tier1_core,high demand metro to metro lane
Minneapolis,MN,Los Angeles,CA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Long Beach,CA,tier1_core,high demand metro to metro lane
Minneapolis,MN,San Francisco,CA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Oakland,CA,tier1_core,high demand metro to metro lane
Minneapolis,MN,San Diego,CA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Phoenix,AZ,tier1_core,high demand metro to metro lane
Minneapolis,MN,Las Vegas,NV,tier1_core,high demand metro to metro lane
Minneapolis,MN,Seattle,WA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Tacoma,WA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Portland,OR,tier1_core,high demand metro to metro lane
Minneapolis,MN,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Minneapolis,MN,Denver,CO,tier1_core,high demand metro to metro lane
Minneapolis,MN,Dallas,TX,tier1_core,high demand metro to metro lane
Minneapolis,MN,Fort Worth,TX,tier1_core,high demand metro to metro lane
Minneapolis,MN,Houston,TX,tier1_core,high demand metro to metro lane
Minneapolis,MN,San Antonio,TX,tier1_core,high demand metro to metro lane
Minneapolis,MN,Austin,TX,tier1_core,high demand metro to metro lane
Minneapolis,MN,Kansas City,MO,tier1_core,high demand metro to metro lane
Minneapolis,MN,St Louis,MO,tier1_core,high demand metro to metro lane
Minneapolis,MN,Chicago,IL,tier1_core,high demand metro to metro lane
Minneapolis,MN,Indianapolis,IN,tier1_core,high demand metro to metro lane
Minneapolis,MN,Columbus,OH,tier1_core,high demand metro to metro lane
Minneapolis,MN,Cincinnati,OH,tier1_core,high demand metro to metro lane
Minneapolis,MN,Cleveland,OH,tier1_core,high demand metro to metro lane
Minneapolis,MN,Detroit,MI,tier1_core,high demand metro to metro lane
Minneapolis,MN,Milwaukee,WI,tier1_core,high demand metro to metro lane
Minneapolis,MN,Nashville,TN,tier1_core,high demand metro to metro lane
Minneapolis,MN,Memphis,TN,tier1_core,high demand metro to metro lane
Minneapolis,MN,Atlanta,GA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Charlotte,NC,tier1_core,high demand metro to metro lane
Minneapolis,MN,Raleigh,NC,tier1_core,high demand metro to metro lane
Minneapolis,MN,Jacksonville,FL,tier1_core,high demand metro to metro lane
Minneapolis,MN,Orlando,FL,tier1_core,high demand metro to metro lane
Minneapolis,MN,Tampa,FL,tier1_core,high demand metro to metro lane
Minneapolis,MN,Miami,FL,tier1_core,high demand metro to metro lane
Minneapolis,MN,New York,NY,tier1_core,high demand metro to metro lane
Minneapolis,MN,Newark,NJ,tier1_core,high demand metro to metro lane
Minneapolis,MN,Philadelphia,PA,tier1_core,high demand metro to metro lane
Minneapolis,MN,Baltimore,MD,tier1_core,high demand metro to metro lane
Milwaukee,WI,Los Angeles,CA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Long Beach,CA,tier1_core,high demand metro to metro lane
Milwaukee,WI,San Francisco,CA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Oakland,CA,tier1_core,high demand metro to metro lane
Milwaukee,WI,San Diego,CA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Phoenix,AZ,tier1_core,high demand metro to metro lane
Milwaukee,WI,Las Vegas,NV,tier1_core,high demand metro to metro lane
Milwaukee,WI,Seattle,WA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Tacoma,WA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Portland,OR,tier1_core,high demand metro to metro lane
Milwaukee,WI,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Milwaukee,WI,Denver,CO,tier1_core,high demand metro to metro lane
Milwaukee,WI,Dallas,TX,tier1_core,high demand metro to metro lane
Milwaukee,WI,Fort Worth,TX,tier1_core,high demand metro to metro lane
Milwaukee,WI,Houston,TX,tier1_core,high demand metro to metro lane
Milwaukee,WI,San Antonio,TX,tier1_core,high demand metro to metro lane
Milwaukee,WI,Austin,TX,tier1_core,high demand metro to metro lane
Milwaukee,WI,Kansas City,MO,tier1_core,high demand metro to metro lane
Milwaukee,WI,St Louis,MO,tier1_core,high demand metro to metro lane
Milwaukee,WI,Chicago,IL,tier1_core,high demand metro to metro lane
Milwaukee,WI,Indianapolis,IN,tier1_core,high demand metro to metro lane
Milwaukee,WI,Columbus,OH,tier1_core,high demand metro to metro lane
Milwaukee,WI,Cincinnati,OH,tier1_core,high demand metro to metro lane
Milwaukee,WI,Cleveland,OH,tier1_core,high demand metro to metro lane
Milwaukee,WI,Detroit,MI,tier1_core,high demand metro to metro lane
Milwaukee,WI,Minneapolis,MN,tier1_core,high demand metro to metro lane
Milwaukee,WI,Nashville,TN,tier1_core,high demand metro to metro lane
Milwaukee,WI,Memphis,TN,tier1_core,high demand metro to metro lane
Milwaukee,WI,Atlanta,GA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Charlotte,NC,tier1_core,high demand metro to metro lane
Milwaukee,WI,Raleigh,NC,tier1_core,high demand metro to metro lane
Milwaukee,WI,Jacksonville,FL,tier1_core,high demand metro to metro lane
Milwaukee,WI,Orlando,FL,tier1_core,high demand metro to metro lane
Milwaukee,WI,Tampa,FL,tier1_core,high demand metro to metro lane
Milwaukee,WI,Miami,FL,tier1_core,high demand metro to metro lane
Milwaukee,WI,New York,NY,tier1_core,high demand metro to metro lane
Milwaukee,WI,Newark,NJ,tier1_core,high demand metro to metro lane
Milwaukee,WI,Philadelphia,PA,tier1_core,high demand metro to metro lane
Milwaukee,WI,Baltimore,MD,tier1_core,high demand metro to metro lane
Nashville,TN,Los Angeles,CA,tier1_core,high demand metro to metro lane
Nashville,TN,Long Beach,CA,tier1_core,high demand metro to metro lane
Nashville,TN,San Francisco,CA,tier1_core,high demand metro to metro lane
Nashville,TN,Oakland,CA,tier1_core,high demand metro to metro lane
Nashville,TN,San Diego,CA,tier1_core,high demand metro to metro lane
Nashville,TN,Phoenix,AZ,tier1_core,high demand metro to metro lane
Nashville,TN,Las Vegas,NV,tier1_core,high demand metro to metro lane
Nashville,TN,Seattle,WA,tier1_core,high demand metro to metro lane
Nashville,TN,Tacoma,WA,tier1_core,high demand metro to metro lane
Nashville,TN,Portland,OR,tier1_core,high demand metro to metro lane
Nashville,TN,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Nashville,TN,Denver,CO,tier1_core,high demand metro to metro lane
Nashville,TN,Dallas,TX,tier1_core,high demand metro to metro lane
Nashville,TN,Fort Worth,TX,tier1_core,high demand metro to metro lane
Nashville,TN,Houston,TX,tier1_core,high demand metro to metro lane
Nashville,TN,San Antonio,TX,tier1_core,high demand metro to metro lane
Nashville,TN,Austin,TX,tier1_core,high demand metro to metro lane
Nashville,TN,Kansas City,MO,tier1_core,high demand metro to metro lane
Nashville,TN,St Louis,MO,tier1_core,high demand metro to metro lane
Nashville,TN,Chicago,IL,tier1_core,high demand metro to metro lane
Nashville,TN,Indianapolis,IN,tier1_core,high demand metro to metro lane
Nashville,TN,Columbus,OH,tier1_core,high demand metro to metro lane
Nashville,TN,Cincinnati,OH,tier1_core,high demand metro to metro lane
Nashville,TN,Cleveland,OH,tier1_core,high demand metro to metro lane
Nashville,TN,Detroit,MI,tier1_core,high demand metro to metro lane
Nashville,TN,Minneapolis,MN,tier1_core,high demand metro to metro lane
Nashville,TN,Milwaukee,WI,tier1_core,high demand metro to metro lane
Nashville,TN,Memphis,TN,tier1_core,high demand metro to metro lane
Nashville,TN,Atlanta,GA,tier1_core,high demand metro to metro lane
Nashville,TN,Charlotte,NC,tier1_core,high demand metro to metro lane
Nashville,TN,Raleigh,NC,tier1_core,high demand metro to metro lane
Nashville,TN,Jacksonville,FL,tier1_core,high demand metro to metro lane
Nashville,TN,Orlando,FL,tier1_core,high demand metro to metro lane
Nashville,TN,Tampa,FL,tier1_core,high demand metro to metro lane
Nashville,TN,Miami,FL,tier1_core,high demand metro to metro lane
Nashville,TN,New York,NY,tier1_core,high demand metro to metro lane
Nashville,TN,Newark,NJ,tier1_core,high demand metro to metro lane
Nashville,TN,Philadelphia,PA,tier1_core,high demand metro to metro lane
Nashville,TN,Baltimore,MD,tier1_core,high demand metro to metro lane
Memphis,TN,Los Angeles,CA,tier1_core,high demand metro to metro lane
Memphis,TN,Long Beach,CA,tier1_core,high demand metro to metro lane
Memphis,TN,San Francisco,CA,tier1_core,high demand metro to metro lane
Memphis,TN,Oakland,CA,tier1_core,high demand metro to metro lane
Memphis,TN,San Diego,CA,tier1_core,high demand metro to metro lane
Memphis,TN,Phoenix,AZ,tier1_core,high demand metro to metro lane
Memphis,TN,Las Vegas,NV,tier1_core,high demand metro to metro lane
Memphis,TN,Seattle,WA,tier1_core,high demand metro to metro lane
Memphis,TN,Tacoma,WA,tier1_core,high demand metro to metro lane
Memphis,TN,Portland,OR,tier1_core,high demand metro to metro lane
Memphis,TN,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Memphis,TN,Denver,CO,tier1_core,high demand metro to metro lane
Memphis,TN,Dallas,TX,tier1_core,high demand metro to metro lane
Memphis,TN,Fort Worth,TX,tier1_core,high demand metro to metro lane
Memphis,TN,Houston,TX,tier1_core,high demand metro to metro lane
Memphis,TN,San Antonio,TX,tier1_core,high demand metro to metro lane
Memphis,TN,Austin,TX,tier1_core,high demand metro to metro lane
Memphis,TN,Kansas City,MO,tier1_core,high demand metro to metro lane
Memphis,TN,St Louis,MO,tier1_core,high demand metro to metro lane
Memphis,TN,Chicago,IL,tier1_core,high demand metro to metro lane
Memphis,TN,Indianapolis,IN,tier1_core,high demand metro to metro lane
Memphis,TN,Columbus,OH,tier1_core,high demand metro to metro lane
Memphis,TN,Cincinnati,OH,tier1_core,high demand metro to metro lane
Memphis,TN,Cleveland,OH,tier1_core,high demand metro to metro lane
Memphis,TN,Detroit,MI,tier1_core,high demand metro to metro lane
Memphis,TN,Minneapolis,MN,tier1_core,high demand metro to metro lane
Memphis,TN,Milwaukee,WI,tier1_core,high demand metro to metro lane
Memphis,TN,Nashville,TN,tier1_core,high demand metro to metro lane
Memphis,TN,Atlanta,GA,tier1_core,high demand metro to metro lane
Memphis,TN,Charlotte,NC,tier1_core,high demand metro to metro lane
Memphis,TN,Raleigh,NC,tier1_core,high demand metro to metro lane
Memphis,TN,Jacksonville,FL,tier1_core,high demand metro to metro lane
Memphis,TN,Orlando,FL,tier1_core,high demand metro to metro lane
Memphis,TN,Tampa,FL,tier1_core,high demand metro to metro lane
Memphis,TN,Miami,FL,tier1_core,high demand metro to metro lane
Memphis,TN,New York,NY,tier1_core,high demand metro to metro lane
Memphis,TN,Newark,NJ,tier1_core,high demand metro to metro lane
Memphis,TN,Philadelphia,PA,tier1_core,high demand metro to metro lane
Memphis,TN,Baltimore,MD,tier1_core,high demand metro to metro lane
Atlanta,GA,Los Angeles,CA,tier1_core,high demand metro to metro lane
Atlanta,GA,Long Beach,CA,tier1_core,high demand metro to metro lane
Atlanta,GA,San Francisco,CA,tier1_core,high demand metro to metro lane
Atlanta,GA,Oakland,CA,tier1_core,high demand metro to metro lane
Atlanta,GA,San Diego,CA,tier1_core,high demand metro to metro lane
Atlanta,GA,Phoenix,AZ,tier1_core,high demand metro to metro lane
Atlanta,GA,Las Vegas,NV,tier1_core,high demand metro to metro lane
Atlanta,GA,Seattle,WA,tier1_core,high demand metro to metro lane
Atlanta,GA,Tacoma,WA,tier1_core,high demand metro to metro lane
Atlanta,GA,Portland,OR,tier1_core,high demand metro to metro lane
Atlanta,GA,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Atlanta,GA,Denver,CO,tier1_core,high demand metro to metro lane
Atlanta,GA,Dallas,TX,tier1_core,high demand metro to metro lane
Atlanta,GA,Fort Worth,TX,tier1_core,high demand metro to metro lane
Atlanta,GA,Houston,TX,tier1_core,high demand metro to metro lane
Atlanta,GA,San Antonio,TX,tier1_core,high demand metro to metro lane
Atlanta,GA,Austin,TX,tier1_core,high demand metro to metro lane
Atlanta,GA,Kansas City,MO,tier1_core,high demand metro to metro lane
Atlanta,GA,St Louis,MO,tier1_core,high demand metro to metro lane
Atlanta,GA,Chicago,IL,tier1_core,high demand metro to metro lane
Atlanta,GA,Indianapolis,IN,tier1_core,high demand metro to metro lane
Atlanta,GA,Columbus,OH,tier1_core,high demand metro to metro lane
Atlanta,GA,Cincinnati,OH,tier1_core,high demand metro to metro lane
Atlanta,GA,Cleveland,OH,tier1_core,high demand metro to metro lane
Atlanta,GA,Detroit,MI,tier1_core,high demand metro to metro lane
Atlanta,GA,Minneapolis,MN,tier1_core,high demand metro to metro lane
Atlanta,GA,Milwaukee,WI,tier1_core,high demand metro to metro lane
Atlanta,GA,Nashville,TN,tier1_core,high demand metro to metro lane
Atlanta,GA,Memphis,TN,tier1_core,high demand metro to metro lane
Atlanta,GA,Charlotte,NC,tier1_core,high demand metro to metro lane
Atlanta,GA,Raleigh,NC,tier1_core,high demand metro to metro lane
Atlanta,GA,Jacksonville,FL,tier1_core,high demand metro to metro lane
Atlanta,GA,Orlando,FL,tier1_core,high demand metro to metro lane
Atlanta,GA,Tampa,FL,tier1_core,high demand metro to metro lane
Atlanta,GA,Miami,FL,tier1_core,high demand metro to metro lane
Atlanta,GA,New York,NY,tier1_core,high demand metro to metro lane
Atlanta,GA,Newark,NJ,tier1_core,high demand metro to metro lane
Atlanta,GA,Philadelphia,PA,tier1_core,high demand metro to metro lane
Atlanta,GA,Baltimore,MD,tier1_core,high demand metro to metro lane
Charlotte,NC,Los Angeles,CA,tier1_core,high demand metro to metro lane
Charlotte,NC,Long Beach,CA,tier1_core,high demand metro to metro lane
Charlotte,NC,San Francisco,CA,tier1_core,high demand metro to metro lane
Charlotte,NC,Oakland,CA,tier1_core,high demand metro to metro lane
Charlotte,NC,San Diego,CA,tier1_core,high demand metro to metro lane
Charlotte,NC,Phoenix,AZ,tier1_core,high demand metro to metro lane
Charlotte,NC,Las Vegas,NV,tier1_core,high demand metro to metro lane
Charlotte,NC,Seattle,WA,tier1_core,high demand metro to metro lane
Charlotte,NC,Tacoma,WA,tier1_core,high demand metro to metro lane
Charlotte,NC,Portland,OR,tier1_core,high demand metro to metro lane
Charlotte,NC,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Charlotte,NC,Denver,CO,tier1_core,high demand metro to metro lane
Charlotte,NC,Dallas,TX,tier1_core,high demand metro to metro lane
Charlotte,NC,Fort Worth,TX,tier1_core,high demand metro to metro lane
Charlotte,NC,Houston,TX,tier1_core,high demand metro to metro lane
Charlotte,NC,San Antonio,TX,tier1_core,high demand metro to metro lane
Charlotte,NC,Austin,TX,tier1_core,high demand metro to metro lane
Charlotte,NC,Kansas City,MO,tier1_core,high demand metro to metro lane
Charlotte,NC,St Louis,MO,tier1_core,high demand metro to metro lane
Charlotte,NC,Chicago,IL,tier1_core,high demand metro to metro lane
Charlotte,NC,Indianapolis,IN,tier1_core,high demand metro to metro lane
Charlotte,NC,Columbus,OH,tier1_core,high demand metro to metro lane
Charlotte,NC,Cincinnati,OH,tier1_core,high demand metro to metro lane
Charlotte,NC,Cleveland,OH,tier1_core,high demand metro to metro lane
Charlotte,NC,Detroit,MI,tier1_core,high demand metro to metro lane
Charlotte,NC,Minneapolis,MN,tier1_core,high demand metro to metro lane
Charlotte,NC,Milwaukee,WI,tier1_core,high demand metro to metro lane
Charlotte,NC,Nashville,TN,tier1_core,high demand metro to metro lane
Charlotte,NC,Memphis,TN,tier1_core,high demand metro to metro lane
Charlotte,NC,Atlanta,GA,tier1_core,high demand metro to metro lane
Charlotte,NC,Raleigh,NC,tier1_core,high demand metro to metro lane
Charlotte,NC,Jacksonville,FL,tier1_core,high demand metro to metro lane
Charlotte,NC,Orlando,FL,tier1_core,high demand metro to metro lane
Charlotte,NC,Tampa,FL,tier1_core,high demand metro to metro lane
Charlotte,NC,Miami,FL,tier1_core,high demand metro to metro lane
Charlotte,NC,New York,NY,tier1_core,high demand metro to metro lane
Charlotte,NC,Newark,NJ,tier1_core,high demand metro to metro lane
Charlotte,NC,Philadelphia,PA,tier1_core,high demand metro to metro lane
Charlotte,NC,Baltimore,MD,tier1_core,high demand metro to metro lane
Raleigh,NC,Los Angeles,CA,tier1_core,high demand metro to metro lane
Raleigh,NC,Long Beach,CA,tier1_core,high demand metro to metro lane
Raleigh,NC,San Francisco,CA,tier1_core,high demand metro to metro lane
Raleigh,NC,Oakland,CA,tier1_core,high demand metro to metro lane
Raleigh,NC,San Diego,CA,tier1_core,high demand metro to metro lane
Raleigh,NC,Phoenix,AZ,tier1_core,high demand metro to metro lane
Raleigh,NC,Las Vegas,NV,tier1_core,high demand metro to metro lane
